nm0000102	Kevin Bacon	1958	\N
nm0001229	Glenn Ford	1916	2006
nm0000430	Steve Guttenberg	1958	\N
nm0000620	Mickey Rourke	1952	\N
nm0827663	Daniel Stern	1957	\N
nm0004730	Orson Bean	1928	\N
nm0450848	Mark Keyloun	1960	\N
nm0162906	Tommy Citera	1964	\N
nm0276207	Charles Fields	1971	\N
nm0000657	David Strathairn	1949	\N
nm0001475	John Lithgow	1945	\N
nm0735467	Paul Rodriguez	1955	\N
nm0708784	Rudy Ramos	1950	\N
nm0000837	Bob Balaban	1945	\N
nm0004729	Michael Beach	1963	\N
nm0040662	Tom Atkins	1935	\N
nm0000276	Sean Astin	1971	\N
nm0911644	Jonathan Ward	1970	\N
nm0551502	K.C. Martel	1967	\N
nm0000285	Alec Baldwin	1958	\N
nm0712857	James Ray	1932	1988
nm0000687	J.T. Walsh	1943	1998
nm0000198	Gary Oldman	1958	\N
nm0000662	Kiefer Sutherland	1966	\N
nm0000287	William Baldwin	1963	\N
nm0911542	Fred Ward	1942	\N
nm0343447	Michael Gross	1947	\N
nm0001447	Nathan Lane	1956	\N
nm0001439	Anthony LaPaglia	1959	\N
nm0668271	Bruce Payne	1958	\N
nm0000518	John Malkovich	1953	\N
nm0001505	Joe Mantegna	1947	\N
nm0000129	Tom Cruise	1962	\N
nm0000197	Jack Nicholson	1937	\N
nm0537698	Charles Gitonga Maina	\N	\N
nm0637681	Winston Ntshona	1941	\N
nm0001515	Joseph Mazzello	1983	\N
nm0000158	Tom Hanks	1956	\N
nm0000200	Bill Paxton	1955	2017
nm0000641	Gary Sinise	1955	\N
nm0001364	Bob Hoskins	1942	2014
nm0191906	Jim Cummings	1952	\N
nm0000225	Christian Slater	1969	\N
nm0000134	Robert De Niro	1943	\N
nm0000093	Brad Pitt	1963	\N
nm0000574	Jason Patric	1966	\N
nm0000954	Jon Bon Jovi	1962	\N
nm0001542	Jay Mohr	1970	\N
nm0000605	Brad Renfro	1982	2008
nm0001703	Maximilian Schell	1930	2014
nm0000369	Matt Dillon	1964	\N
nm0059946	Elya Baskin	1950	\N
nm0001150	James Doohan	1920	2005
nm0363159	Michael Harkins	1969	\N
nm0005260	Frankie Muniz	1985	\N
nm0005561	Luke Wilson	1971	\N
nm0000982	Josh Brolin	1968	\N
nm0178574	Zachary David Cope	1994	\N
nm0419273	Peter Jason	1944	\N
nm0001332	Robert Hays	1947	\N
nm0083541	Raye Birk	1943	\N
nm0001164	Charles Durning	1923	2012
nm0381606	Howard Hesseman	1940	\N
nm0870204	Stuart Townsend	1972	\N
nm0000576	Sean Penn	1960	\N
nm0000209	Tim Robbins	1958	\N
nm0080049	Yasiin Bey	1973	\N
nm0004979	David Alan Grier	1956	\N
nm0000147	Colin Firth	1960	\N
nm0371342	David Hayman	1948	\N
nm0569226	Bruce McGill	1950	\N
nm0422221	Otis Day	1951	\N
nm0299122	Stephen Furst	1954	2017
nm1742062	Henry Herzog	\N	\N
nm0001513	Tim Matheson	1947	\N
nm1122614	Dominic Scott Kay	1996	\N
nm0001714	Campbell Scott	1961	\N
nm0167086	Eric Close	1967	\N
nm0000409	Brendan Fraser	1968	\N
nm0000412	Andy Garcia	1956	\N
nm0005351	Ryan Reynolds	1976	\N
nm0000313	Jeff Bridges	1949	\N
nm0076578	Christopher Bernau	1940	1989
nm1664133	Burton Cooper	\N	\N
nm0401576	Mart Hulswit	1940	\N
nm0000422	John Goodman	1952	\N
nm1330560	Garrett Hedlund	1984	\N
nm1851028	Miles Heizer	1994	\N
nm0589628	Robert Milli	1933	\N
nm0001449	Frank Langella	1938	\N
nm0790688	Michael Sheen	1969	\N
nm0005377	Sam Rockwell	1968	\N
nm0680408	G. Rockett Phillips	\N	\N
nm0379748	Bill Herndon	\N	1990
nm0017651	Tom Aldredge	1928	2011
nm1357069	Nicholas Art	1999	\N
nm0503567	Logan Lerman	1992	\N
nm0719321	Mark Rendall	1988	\N
nm0000246	Bruce Willis	1955	\N
nm0000438	Ed Harris	1950	\N
nm0628242	Robert Newman	1958	\N
nm0636595	Vic Noto	\N	\N
nm0564215	James McAvoy	1979	\N
nm1055413	Michael Fassbender	1977	\N
nm2292573	Adrian Benepe	\N	\N
nm2637733	Joshua David	\N	\N
nm1118222	Adam Gopnik	\N	\N
nm3479814	Robert Hammond	\N	\N
nm0000160	Ethan Hawke	1970	\N
nm3476930	Joel Sternfeld	\N	\N
nm0088298	Corbin Bleu	1989	\N
nm0175305	Kevin Connolly	1974	\N
nm0933988	Rainn Wilson	1966	\N
nm0005023	Djimon Hounsou	1964	\N
nm6132568	Markus Waldow	\N	\N
nm0846615	Sean T. Krishnan	\N	\N
nm1813199	J. Salome Martinez	\N	\N
nm0931654	Saul Williams	1972	\N
nm0855103	Jon Tenney	1961	\N
nm0829032	Ray Stevenson	1964	\N
nm0001598	Robert Patrick	1958	\N
nm3458761	David Mazouz	2001	\N
nm0093589	Matt Bomer	1977	\N
nm1446060	Hunter Parrish	1987	\N
nm0002503	Harry Carey	1878	1947
nm0260020	Stuart Erwin	1903	1967
nm0837959	Barry Sullivan	1912	1994
nm0172615	Ray Collins	1889	1965
nm0001647	Claude Rains	1889	1967
nm0219062	Maurice Denham	1909	2002
nm0388303	John Hodiak	1914	1955
nm0000999	Red Buttons	1919	2006
nm0002011	Lee J. Cobb	1911	1976
nm0722023	David Reynoso	1926	1994
nm0480030	Taylor Lacher	1942	2005
nm0529150	Robert F. Lyons	1939	\N
nm0000385	Sam Elliott	1944	\N
nm0556041	Ron Masak	1936	\N
nm0001181	Jack Elam	1920	2003
nm0143599	Johnny Cash	1932	2003
nm0428618	L.Q. Jones	1927	\N
nm0000640	Martin Sheen	1940	\N
nm0934750	William Windom	1923	2012
nm0142576	Randall Carver	1946	\N
nm0894497	Ron Vernan	1939	\N
nm0199049	Bill Dana	1924	2017
nm0807571	Bubba Smith	1945	2011
nm0001101	Ted Danson	1947	\N
nm0903677	Arnold Vosloo	1962	\N
nm0073128	A.J. Benza	1962	\N
nm0154914	Ken Cheeseman	1954	\N
nm0082526	Peter Billingsley	1971	\N
nm2714975	Ravi Godse	\N	\N
nm1533528	Erik Alexander	\N	\N
nm7734846	Aimee Isobe	\N	\N
nm0001816	Robert Vaughn	1932	2016
nm0000869	Alan Bates	1934	2003
nm0005270	Aaron Neville	1941	\N
nm0001252	Vincent Gallo	1961	\N
nm0001803	Danny Trejo	1944	\N
nm0005048	Thomas Jane	1969	\N
nm0000332	Don Cheadle	1964	\N
nm2523085	Ario Bayu	1985	\N
nm0000185	Dolph Lundgren	1957	\N
nm5048430	Slazenger Chinked	\N	\N
nm0001334	John Heard	1946	2017
nm0001507	Cheech Marin	1946	\N
nm0001077	Richard Crenna	1926	2003
nm0456124	Bruno Kirby	1949	2006
nm0471856	Gary Kroeger	1957	\N
nm0313364	Brian George	1952	\N
nm2045889	Gavin Dunne	\N	\N
nm1863531	Tom Bartos	\N	\N
nm1292661	Luke Hemsworth	\N	\N
nm0066098	Shelley Berman	1925	2017
nm0523186	Geoffrey Lower	1963	\N
nm2732189	Wiley Kennedy III	\N	\N
nm0000981	James Brolin	1940	\N
nm0234969	Brandon Douglas	1968	\N
nm0792464	Hiram Sherman	1908	1989
nm0573024	Horace McMahon	1906	1971
nm0370821	Richard Haydn	1905	1985
nm0428216	Henry Jones	1912	1999
nm0769445	Richard Schaal	1928	2014
nm0077692	Vincent Berry	\N	\N
nm0233539	Larry Dorf	\N	\N
nm0001841	George Wendt	1948	\N
nm0290475	Don Francks	1932	2016
nm0162400	Nick Cinardo	\N	\N
nm0875951	Michael Tucker	1945	\N
nm0000421	Cuba Gooding Jr.	1968	\N
nm0001794	Henry Thomas	1971	\N
nm0602821	Dan Moran	\N	\N
nm0383603	Freddie Highmore	1992	\N
nm0331516	Ryan Gosling	1980	\N
nm1027286	Andrew W. Walker	1979	\N
nm0026940	John Anderson	1951	\N
nm0972971	Max Cleland	1942	\N
nm0291368	Brian Lee Franklin	\N	\N
nm0148516	Aleksey Serebryakov	1964	\N
nm0342732	George Grizzard	1928	2007
nm0399663	David Huddleston	1930	2016
nm0749017	Joshua Rudoy	1975	\N
nm0000243	Denzel Washington	1954	\N
nm0000661	Donald Sutherland	1935	\N
nm0300926	Paul Gagne	\N	\N
nm0762424	Jake Sandvig	1986	\N
nm0491402	Hugh Laurie	1959	\N
nm1802209	Nick Kroll	1978	\N
nm0098758	Mathew Botuchis	1983	\N
nm0001574	Michael O'Keefe	1955	\N
nm1702472	Michael Gio Ferrigno	1975	\N
nm0938084	Kedric Robin Wolfe	\N	\N
nm0391738	Adrian Holmes	1974	\N
nm4313445	Smothers Brothers	\N	\N
nm1298716	Christian Chávez	1983	\N
nm0004775	Todd Bridges	1965	\N
nm0201688	Henry Darrow	1933	\N
nm0001235	William Forsythe	1955	\N
nm0736263	Daniel Roebuck	1963	\N
nm0000111	Matthew Broderick	1962	\N
nm0130286	Michael Callan	1935	\N
nm0382675	Tom Hickey	\N	\N
nm5410338	Mark Hulderman	\N	\N
nm0000985	James L. Brooks	1940	\N
nm4155386	Tim Martin	\N	\N
nm0131235	Christian Camargo	1971	\N
nm0001850	Billy Dee Williams	1937	\N
nm0001319	Mark Harmon	1951	\N
nm0191442	Brett Cullen	1956	\N
nm0068551	Tobin Bell	1942	\N
nm0186803	J.W. Crawford	1954	\N
nm0001233	Robert Forster	1941	\N
nm0124089	Andrew Bush	\N	\N
nm2537019	Andrew Rush	\N	\N
nm1232808	Trae Ireland	1978	\N
nm3527397	Shashwata Chatterjee	\N	\N
nm6341784	Shane Paul McGhie	\N	\N
nm0376347	Bill Henderson	1926	2016
nm0949350	Burt Young	1940	\N
nm0000418	Danny Glover	1946	\N
nm0001293	Seth Green	1974	\N
nm0000123	George Clooney	1961	\N
nm2057036	Shiloh Fernandez	1985	\N
nm0541766	Miles Mander	1888	1946
nm0002285	Pat O'Brien	1899	1983
nm0871287	Henry Travers	1874	1965
nm0409869	John Ireland	1914	1992
nm0393028	Oskar Homolka	1898	1978
nm0930732	Harcourt Williams	1880	1957
nm0848560	Russ Tamblyn	1934	\N
nm0427894	Dean Jones	1931	2015
nm0690880	Roy Poole	1924	1986
nm0799108	Armando Silvestre	1926	\N
nm0133341	Victor Campos	1935	\N
nm0450130	Lance Kerwin	1960	\N
nm0000897	Ralph Bellamy	1904	1991
nm0345340	Harry Guardino	1925	1995
nm0002072	Mel Ferrer	1917	2008
nm0001070	Bill Cosby	1937	\N
nm0593192	Cameron Mitchell	1918	1994
nm0001875	Anthony Zerbe	1936	\N
nm0172355	Jack Collins	1918	2005
nm0063467	James Beach	1942	1985
nm0302800	James Gallery	1935	2001
nm0546439	Jerry Maren	1920	\N
nm0000273	Alan Arkin	1934	\N
nm0000564	Peter O'Toole	1932	2013
nm0167649	Kim Coates	1958	\N
nm0697587	Barry Primus	1938	\N
nm0000893	Ed Begley Jr.	1949	\N
nm0005162	Robert Loggia	1930	2015
nm1362555	Patrick Jordan	\N	\N
nm3783269	Andrew Harrington	\N	\N
nm0378200	Darrin Dewitt Henson	1972	\N
nm0455133	Perry King	1948	\N
nm0000686	Christopher Walken	1943	\N
nm0000916	Peter Berg	1964	\N
nm0001262	Ben Gazzara	1930	2012
nm0002078	Frederic Forrest	1936	\N
nm0330687	Joseph Gordon-Levitt	1981	\N
nm0147147	Henry Cavill	1983	\N
nm0331577	Luke Goss	1968	\N
nm1101910	Chuck Liddell	1969	\N
nm0001776	Sting	1951	\N
nm0193061	Christopher Curry	1948	\N
nm0000625	Fred Savage	1976	\N
nm0005177	Howie Mandel	1955	\N
nm0001484	Jon Lovitz	1957	\N
nm0936364	Jim Wise	1964	\N
nm0505949	Samm Levine	1982	\N
nm1147516	John Maynard	1959	\N
nm2255441	Cuyle Carvin	1980	\N
nm1784872	Ptolemy Slocum	1975	\N
nm0116575	Philip Bruns	1931	2012
nm0484880	Joe Lando	1961	\N
nm0000050	Groucho Marx	1890	1977
nm1694307	Miles Markus	\N	\N
nm0177927	Charles Cooper	1926	2013
nm0118608	Hal Buckley	1937	1986
nm0068772	Harry Bellaver	1905	1993
nm0627950	John Newland	1917	2000
nm0485272	Charles Lane	1905	2007
nm0775213	Avery Schreiber	1935	2002
nm1067317	Nico Cortez	\N	\N
nm0453910	Clint Kimbrough	1933	1996
nm1794688	Darin Brooks	1984	\N
nm0004878	Kevin Dobson	1943	\N
nm0286561	Richard Foronjy	1937	\N
nm0002025	Hume Cronyn	1911	2003
nm0397124	Arliss Howard	1954	\N
nm0625280	Danny Nelson	\N	\N
nm0480775	Adam LeFevre	1950	\N
nm0763928	Rodrigo Santoro	1975	\N
nm0128995	Howard Caine	1928	1993
nm0000190	Matthew McConaughey	1969	\N
nm1684874	William Barker	\N	\N
nm2890897	Nathaniel Fick	\N	\N
nm6503495	Joseph Paul Huffman	\N	\N
nm2666885	Clifford Samuel	\N	\N
nm0000237	John Travolta	1954	\N
nm0580565	Burgess Meredith	1907	1997
nm0114487	Reb Brown	1948	\N
nm0001384	Ice-T	1958	\N
nm0411964	Zeljko Ivanek	1957	\N
nm0214500	Jacy DeFilippo	\N	\N
nm0750913	Tim Russ	1956	\N
nm0736622	Seth Rogen	1982	\N
nm1741002	Matt Smith	1982	\N
nm1638022	Spencer Daniels	1992	\N
nm0001186	Denholm Elliott	1922	1992
nm0549872	Roberto Martín Márquez	1960	\N
nm0000608	Burt Reynolds	1936	\N
nm0071818	Jeff Bennett	1962	\N
nm0004873	Andy Dick	1965	\N
nm5243224	Alfredo Avila	\N	\N
nm0458514	Martin Klebba	1969	\N
nm0758692	Albert Salmi	1927	1990
nm0395448	Lee Horsley	1955	\N
nm0524197	Josh Lucas	1971	\N
nm0566234	Brian McConnachie	\N	\N
nm0075671	Warren Berlinger	1937	\N
nm0686539	Nigel Planer	1953	\N
nm2005930	Allan McLeod	\N	\N
nm0001097	Charles Dance	1946	\N
nm3996748	Zhubin Parang	\N	\N
nm0791864	Scott Shepherd	\N	\N
nm0504009	Will Leskin	\N	\N
nm0340973	Jon Gries	1957	\N
nm0193554	Vondie Curtis-Hall	1950	\N
nm0301681	T.J. Galash	1977	\N
nm0198769	Frank A. Damiani	\N	\N
nm0202966	Keith David	1956	\N
nm2345856	Eli Goree	\N	\N
nm3773935	Vishal Patel	\N	\N
nm2925829	Willie Taylor	\N	\N
nm3637167	Jonny Loquasto	\N	\N
nm0000546	Matthew Modine	1959	\N
nm0876375	Paul Tulley	1942	\N
nm0166045	Paul Clemens	1958	\N
nm0001952	Rubén Blades	1948	\N
nm0072344	Abraham Benrubi	1969	\N
nm3182094	Chris Colfer	1990	\N
nm0001162	Griffin Dunne	1955	\N
nm0211848	Joe De Stefani	1879	1940
nm0354947	Jonathan Hale	1891	1966
nm0709681	Ron Randell	1918	2005
nm0926235	James Whitmore	1921	2009
nm0641454	Dennis O'Keefe	1908	1968
nm0522481	Frank Lovejoy	1912	1962
nm0000558	Leslie Nielsen	1926	2010
nm0789485	Mickey Shaughnessy	1920	1985
nm0000165	Ron Howard	1954	\N
nm0263496	Chad Everett	1937	2012
nm0285825	Peter Ford	1945	\N
nm0950867	Harris Yulin	1937	\N
nm0240887	Andrew Duggan	1923	1988
nm0175200	Chuck Connors	1921	1992
nm0000448	Lance Henriksen	1940	\N
nm0001362	Bob Hope	1903	2003
nm0569000	Darren McGavin	1922	2006
nm0082300	Tony Bill	1940	\N
nm0111754	Walter Brooke	1914	1986
nm0104919	Hank Brandt	1934	2004
nm0015827	Michael Alaimo	\N	\N
nm0659573	Stuart Pankin	1946	\N
nm0534409	Bill Macy	1922	\N
nm0564857	Donal McCann	1943	1999
nm0015370	Philip Akin	1950	\N
nm0732455	Charles Robinson	1945	\N
nm1544217	Cam Gigandet	1982	\N
nm0636562	Chris Noth	1954	\N
nm0454236	Richard Kind	1956	\N
nm3781067	Frank Kosteczko	\N	\N
nm1216826	Igor Jijikine	1965	\N
nm0001800	Rip Torn	1931	\N
nm0704009	Thomas Quinn	1934	\N
nm0000551	Dermot Mulroney	1963	\N
nm0000241	Jean-Claude Van Damme	1960	\N
nm0775368	Werner Schreyer	1970	\N
nm1641117	Alex Pettyfer	1990	\N
nm0000457	John Hurt	1940	2017
nm0001108	Robert Davi	1951	\N
nm0542000	Marshall Manesh	1950	\N
nm0233209	Paul Dooley	1928	\N
nm0646768	Barret Oliver	1973	\N
nm0491357	Dan Lauria	1947	\N
nm0001131	Patrick Dempsey	1966	\N
nm0689237	Jon Polito	1950	2016
nm0269463	Jon Favreau	1966	\N
nm0001409	Tchéky Karyo	1953	\N
nm1097169	Michael 'Mick' Harrity	\N	\N
nm1722487	Jody Ebert	\N	\N
nm0940173	Danny Woodburn	1964	\N
nm0122036	Dennis Burkley	1945	2013
nm0867592	Shawn Toovey	1983	\N
nm0555597	Chico Marx	1887	1961
nm0294153	Michael Bryan French	\N	\N
nm0579663	Adolphe Menjou	1890	1963
nm0333589	Don Grady	1944	2012
nm5376330	Kenneth Nelson	\N	\N
nm0731772	Cliff Robertson	1923	2011
nm0001894	Danny Dayton	1923	1999
nm1524996	The Serendipity Singers	\N	\N
nm0016359	Denny Albee	1949	\N
nm0175788	Hans Conried	1917	1982
nm1336416	Scott Clifton	1984	\N
nm0244359	Michael Durrell	1943	\N
nm0378261	Alex Henteloff	1942	\N
nm0001018	Keith Carradine	1949	\N
nm0007210	Saul Rubinek	1948	\N
nm0489644	Michael Laskin	1951	\N
nm0093422	Marc Bolton	\N	\N
nm0000459	Timothy Hutton	1960	\N
nm0893390	Richard Venture	1923	2017
nm0289142	Matthew Fox	1966	\N
nm0055977	Sean Barnett	\N	\N
nm0936403	Ray Wise	1947	\N
nm0389333	David Hoflin	1979	\N
nm5189784	Alex Sharp	\N	\N
nm0001240	Dennis Franz	1944	\N
nm0171754	Christopher Collet	1968	\N
nm0036544	Madison Arnold	1936	\N
nm0000874	Steven Bauer	1956	\N
nm0001431	Wayne Knight	1955	\N
nm0326108	Merwin Goldsmith	1937	\N
nm1264521	Aidan McArdle	\N	\N
nm0970606	Cody Cameron	1970	\N
nm0194900	Nicholas D'Agosto	1980	\N
nm0449570	Jerry Kernion	\N	\N
nm0209496	John de Lancie	1948	\N
nm0140086	Rene Carrasco	\N	\N
nm0401018	D.L. Hughley	1963	\N
nm5127756	Michael Flores	\N	\N
nm0338381	Tom Green	1971	\N
nm1738092	Alfonso DiLuca	1963	\N
nm0566902	Darius McCrary	1976	\N
nm0000760	Richard Dean Anderson	1950	\N
nm0011726	Walter Addison	1946	\N
nm0119116	Jeffrey Buehl	\N	\N
nm0316079	Paul Giamatti	1967	\N
nm0047699	Conrad Bain	1923	2013
nm0934014	Richard Wilson	1936	\N
nm4941191	Dave Pavoni	\N	\N
nm0000410	Stephen Fry	1957	\N
nm4877376	Ben Rameaka	\N	\N
nm0625789	Tim Blake Nelson	1964	\N
nm0533227	Keith MacKechnie	1955	\N
nm0099909	John Bourgeois	\N	\N
nm0005435	Sinbad	1956	\N
nm0049896	Doug Baldwin	\N	\N
nm0216591	John DeLay	\N	\N
nm0246004	Richard Dysart	1929	2015
nm3239513	Adam Lomas	\N	\N
nm0005522	Mario Van Peebles	1957	\N
nm0318821	Aidan Gillen	1968	\N
nm4962136	Paul Whetstone	\N	\N
nm0000240	Skeet Ulrich	1970	\N
nm0486985	Les Lannom	1946	\N
nm0339468	Leighton Greer	\N	\N
nm0088745	Larry Block	1942	2012
nm2325393	Zachary Gordon	1998	\N
nm0794128	John Wesley Shipp	1955	\N
nm9264445	Lee DiFilippo	\N	\N
nm0000731	Brian Aherne	1902	1986
nm0000068	Randolph Scott	1898	1987
nm0430460	Victor Jory	1902	1982
nm0445868	Barry Kelley	1908	1991
nm0779923	Zachary Scott	1914	1965
nm0003110	Cesar Romero	1907	1994
nm0379621	Juano Hernandez	1896	1970
nm0005348	Carl Reiner	1922	\N
nm0001544	Ricardo Montalban	1920	2009
nm0581282	Gary Merrill	1915	1990
nm0263052	Maurice Evans	1901	1989
nm0175700	Michael Conrad	1925	1983
nm0000032	Charlton Heston	1923	2008
nm8568441	Charles East	\N	\N
nm0001379	John Huston	1906	1987
nm0915840	Dennis Weaver	1924	2006
nm0549325	Scott Marlowe	1932	2001
nm0775870	John Schuck	1940	\N
nm0088781	Dirk Blocker	1957	\N
nm0001175	Blake Edwards	1922	2010
nm0848091	Bruce Talkington	1949	2000
nm0163725	Brett Baxter Clark	\N	\N
nm0333701	David Graf	1950	2001
nm0001492	Kyle MacLachlan	1959	\N
nm0574540	Michael McShane	1955	\N
nm0075359	Xander Berkeley	1955	\N
nm1555200	Jonathon Trent	1984	\N
nm0091899	Eric Bogosian	1953	\N
nm2100755	Aaron Kleiber	1981	\N
nm3668748	Robin Mountjoy	\N	\N
nm2391047	Sean Patrick Flaherty	\N	\N
nm0733929	Eugene Roche	1928	2004
nm0222094	Nikolaus Dutsch	\N	\N
nm0505971	Ted Levine	1957	\N
nm0005379	Dennis Rodman	1961	\N
nm0498782	Scott Anthony Leet	1962	\N
nm0905295	Avery Kidd Waddell	1976	\N
nm0001151	Stephen Dorff	1973	\N
nm0751638	James Russo	1953	\N
nm4940132	Daniel R. Hill	\N	\N
nm0160550	Dennis Christopher	1955	\N
nm0536850	Joseph Maher	1933	1998
nm0381155	Jason Hervey	1972	\N
nm0343325	Arye Gross	1960	\N
nm0837976	Brad Sullivan	1931	2008
nm0001001	James Caan	1940	\N
nm1747801	Mad Martian	\N	\N
nm0924196	Sam Whipple	1960	2002
nm4168838	Sam Kirk	\N	\N
nm0120974	Hal Burdick	1893	1978
nm0001056	Dabney Coleman	1932	\N
nm0020354	Chad Allen	1974	\N
nm0018514	John Alexander	1897	1982
nm0167024	Robert Clohessy	1957	\N
nm0120490	Ralph Bunker	1888	1966
nm0588922	Marvin Miller	1913	1985
nm0183358	Kevin Coughlin	1945	1976
nm0853299	Vaughn Taylor	1911	1983
nm0001304	Fred Gwynne	1926	1993
nm0035954	Sidney Armus	1924	2002
nm0192351	John Cunningham	1932	\N
nm0340359	Googy Gress	1958	\N
nm0791156	Stephen Shellen	1957	\N
nm0116483	Bruce Kirby	1928	\N
nm0052186	Jonathan Banks	1947	\N
nm0912001	Jack Warden	1920	2006
nm0808376	Gregory Smith	1983	\N
nm0642145	Ed O'Neill	1946	\N
nm0001305	Lukas Haas	1976	\N
nm1107001	Anthony Mackie	1978	\N
nm0400464	Barnard Hughes	1915	2006
nm0400223	Neal Huff	\N	\N
nm2629745	Nicholas Baute	\N	\N
nm1022429	Sam Witwer	1977	\N
nm0874082	Jim True-Frost	1966	\N
nm1265212	Benjamin Beatty	1994	\N
nm0315288	John Getz	1946	\N
nm0183573	Richard Council	1947	\N
nm0001738	Jonathan Silverman	1966	\N
nm0000230	Sylvester Stallone	1946	\N
nm0829390	French Stewart	1964	\N
nm0412508	Alexander C. Iwachiw	1985	\N
nm1017414	Steven Robertson	\N	\N
nm0971017	Christopher Knights	1972	\N
nm2484764	Steven Boyer	\N	\N
nm0820574	David St. James	1947	\N
nm0892455	Eddie Velez	1958	\N
nm0370729	Dennis Hayden	1952	\N
nm0913587	Paul Wesley	1982	\N
nm1144472	Harrison Chad	1992	\N
nm1169127	Mac King	\N	\N
nm3049041	Samuel Whitten	\N	\N
nm0001821	Jan-Michael Vincent	1944	\N
nm0399590	Cooper Huckabee	1951	\N
nm0010486	Mark Adair-Rios	\N	\N
nm0734236	Charles Rocket	1949	2005
nm0942482	Jeffrey Wright	1965	\N
nm1727367	Tim Heidecker	1976	\N
nm0002117	Paul Guilfoyle	1949	\N
nm2861566	Luis Sanchez	1988	\N
nm0002091	Michael Gambon	1940	\N
nm4246505	Evan Hoyt Thompson	\N	\N
nm5911733	Jack Michael Doke	\N	\N
nm0143779	Philip Casnoff	1949	\N
nm0005516	Blair Underwood	1964	\N
nm0913465	Jascha Washington	1989	\N
nm0534298	Michael MacRae	1949	\N
nm0372217	Anthony Heald	1944	\N
nm0443856	James Keane	1952	\N
nm0606600	Ishan Morris	\N	\N
nm1942929	Ray D'Alessio	\N	\N
nm0000680	Casper Van Dien	1968	\N
nm5987060	Dimitriy Shyrokov	\N	\N
nm4491241	George Blagden	\N	\N
nm0011301	Richard C. Adams	1935	\N
nm0641397	Dan O'Herlihy	1919	2005
nm0435695	Jamie Kaler	1964	\N
nm6627667	James Freedson-Jackson	\N	\N
nm0025255	Gene Amoroso	\N	\N
nm0533692	Barton MacLane	1902	1969
nm0000064	Edward G. Robinson	1893	1973
nm0662700	Willard Parker	1912	1996
nm0002024	Broderick Crawford	1911	1986
nm0780038	Alexander Scourby	1913	1985
nm0129894	Louis Calhern	1895	1956
nm0000008	Marlon Brando	1924	2004
nm0569410	John McGiver	1913	1975
nm0002048	Melvyn Douglas	1901	1981
nm0676928	Paul Petersen	1945	\N
nm0703033	Anthony Quayle	1913	1989
nm0311811	Ted Gehring	1929	2000
nm0000336	James Coburn	1928	2002
nm0262775	Gene Evans	1922	1998
nm0199325	Lawrence Dane	1937	\N
nm0201239	Bobby Darin	1936	1973
nm0792385	Bobby Sherman	1943	\N
nm0000638	William Shatner	1931	\N
nm0701500	Denver Pyle	1920	1997
nm0390267	Scott Holden	1946	2005
nm0001642	Randy Quaid	1950	\N
nm0368561	Robert Hastings	1925	2014
nm0935498	Michael Winslow	1958	\N
nm0761587	Jay O. Sanders	1953	\N
nm1482841	Peter Maloney	\N	\N
nm0372366	Pat Healy	1971	\N
nm0001734	Armin Shimerman	1949	\N
nm1087290	Dominic Rickhards	\N	\N
nm0441929	Bruce Katzman	1951	\N
nm0001629	Kevin Pollak	1957	\N
nm3637122	Matt Grace	\N	\N
nm0000454	Dennis Hopper	1936	2010
